id,date,renderedContent,likeCount,retweetCount,replyCount,hashtags
1634162193595002881,2023-03-10 12:00:02+00:00,$200 GIVEAWAY ~ 72 HOURS ⏳️  - RT &amp; Follow @BasedGPTTech  #basedgpt #AI #ZK #aicrypto #basedai #aiweb3 https://t.co/9PnrY0x6tQ,3656,15893,5011,"['basedgpt', 'AI', 'ZK', 'aicrypto', 'basedai', 'aiweb3']"
1634162190650421250,2023-03-10 12:00:02+00:00,$250 ~ 72 HOURS 🦥  - RT &amp; Follow @basedgpttech  - - - - - - - - - - - - - - - #basedgpt #AI #ZK #aicrypto #basedai #aiweb3 https://t.co/NnMgXtreKW,2727,11600,3066,"['basedgpt', 'AI', 'ZK', 'aicrypto', 'basedai', 'aiweb3']"
1634162190490951680,2023-03-10 12:00:02+00:00,"$250 or 3\,75jt Giveaway ~ 3 days 🚀🚀  RT + Follow @BasedGPTTech   #basedgpt #AI #ZK #aicrypto #basedai #aiweb3 https://t.co/F7nF79IrUa",4151,16769,5041,"['basedgpt', 'AI', 'ZK', 'aicrypto', 'basedai', 'aiweb3']"
1634162187630522371,2023-03-10 12:00:01+00:00,$250 • ENDS IN 72 HOURS 🦥  - RT &amp; Follow @basedgpttech  ------------------ #basedgpt #AI #ZK #aicrypto #basedai #aiweb3 https://t.co/Looi5X4tnL,2486,10599,2783,"['basedgpt', 'AI', 'ZK', 'aicrypto', 'basedai', 'aiweb3']"
1634162183574818816,2023-03-10 12:00:00+00:00,$200 ❤️ RT in 72 Hrs   • Follow @BasedGPTTech  #basedgpt #AI #ZK #aicrypto #basedai #aiweb3 https://t.co/3w09WCYpGR,2674,10486,2731,"['basedgpt', 'AI', 'ZK', 'aicrypto', 'basedai', 'aiweb3']"
1633901801643622411,2023-03-09 18:45:20+00:00,"BREAKING: .@Microsoft CTO announces: GPT-4 is coming next week! The model will be multimodal\, including video features. #AI #ChatGPT #Bing heise.de/news/GPT-4-is-…",2558,548,68,"['AI', 'ChatGPT', 'Bing']"
1633501883800199172,2023-03-08 16:16:12+00:00,BEST MARKETING IN WEB3 🚀🚀🚀 ✅ HUGE PARTNERSHIPS 🤝 ✅ PROVEN TRACK RECORD 📈 ✅ GUARANTEED RESULTS 🔥  👉 dappcentre.net  #web3 #marketing #crypto #DEFI #NFT #gamefi #p2e #metaverse #AI #dapps https://t.co/13H9vTRDSc,3563,3536,99,"['web3', 'marketing', 'crypto', 'DEFI', 'NFT', 'gamefi', 'p2e', 'metaverse', 'AI', 'dapps']"
1633165625328562181,2023-03-07 18:00:02+00:00,"Steven Spielberg on artificial intelligence: “The soul is unimaginable and is ineffable\, the soul. And it cannot be created by any algorithm\, it is just something that exists in all of us.”   #AI #Colbert https://t.co/XNJVWrw0xw",1295,226,111,"['AI', 'Colbert']"
1632712615787888640,2023-03-06 11:59:56+00:00,"We've recently updated $VRA's tags on @CoinMarketCap &amp; @kucoincom to reflect our use of #AI &amp; #ML! 🧠  But how does #Verasity\, #VeraViews &amp; #PoV use these cutting-edge technologies?  👇Find out in our most detailed look at the VeraViews adstack to date:  medium.com/verasity/how-d…",1522,445,77,"['AI', 'ML', 'Verasity', 'VeraViews', 'PoV']"
1632277025472888833,2023-03-05 07:09:03+00:00,"Here is my method to conduct (and automate) a literature review.  Using Google Scholar\, @scite \, @litmaps \, #ChatGPT\, @zotero and @obsdmd.   Tutorial with examples and best practices: 👇 https://t.co/MxPCVUnqFl",9350,2201,189,['ChatGPT']
1632010571129184256,2023-03-04 13:30:16+00:00,A #QuaiCommunity member has trained an AI model on Quai's documentation! Ask questions and get answers sourced directly from the docs 🤯  🔗quai.chat  🚧Remember to always be careful when accessing community-made tools &amp; services!🚧  #AI #QuaiNetwork #Quai,9070,8897,1020,"['QuaiCommunity', 'AI', 'QuaiNetwork', 'Quai']"
1631533633528889344,2023-03-03 05:55:05+00:00,"🥳 @3KMOfficial Big #Airdrop  🏆 Prize Pool -- 10\,000 3KM tokens  ✅ Follow @3KMOfficial ✅ Like\, RT &amp; Tag 3 Frens ✅ Complete #Gleam ⤵️ gleam.io/AGyci/3km-comm…   💹Listed on CMC\, MEXC ⏳Ends 20th March  #Giveaway #Arbitrum #Airdrops #Crypto #ARBI #AI #CryptoTechDAO… https://t.co/21TWh7Uqxz",1050,1227,240,"['Airdrop', 'Gleam', 'Giveaway', 'Arbitrum', 'Airdrops', 'Crypto', 'ARBI', 'AI', 'CryptoTechDAO']"
1631324478314778624,2023-03-02 16:03:58+00:00,"With the launch of the new #ChatGPT API\, I wanted to experiment with language-to-actions\, and made a toy app where you use language to build a 3D city! 🌆  This demo is fairly simple but you can imagine eventually just speaking to PowerPoint to auto-build your slides. [1/4] https://t.co/roAlPzaJLy",2680,439,80,['ChatGPT']
1631288065468645378,2023-03-02 13:39:17+00:00,I will send one random follower $100 in 24hrs all you have to do is RT and be following myself &amp; @magikalnft  RT their 📌 and tag friend  Additional $100 if member of their discord -   discord.gg/KJSVuteRk4  #AD #DYOR #AI #artificalintelligence #chatgbpt #basedAI #aipad,873,2791,2863,"['AD', 'DYOR', 'AI', 'artificalintelligence', 'chatgbpt', 'basedAI', 'aipad']"
1631248041880461312,2023-03-02 11:00:14+00:00,"After reviewing the tech behind the #VeraViews advertising stack\, @kucoincom have listed $VRA under the #AI #ArtificialIntelligence categories! 🧠  This makes it easier than ever to find $VRA pairs on #KuCoin! 🔥 https://t.co/QnK0VmshqE",2214,520,94,"['VeraViews', 'AI', 'ArtificialIntelligence', 'KuCoin']"
1631103578294321153,2023-03-02 01:26:12+00:00,someone asked #ChatGPT for the meaning of life &amp; the answer is pretty crazy. big if true. https://t.co/O0QpzdTJhC,3300,405,84,['ChatGPT']
1631039132360228867,2023-03-01 21:10:07+00:00,I will send one random follower $100 in 24hrs all you have to do is RT and be following myself &amp; @roswellaidex  $100 to winner if member of TG -  t.me/Roswellai  First AI powered DEX on #Arbitrum 🤖  🕹️Use our AI bot &amp; compete in games.   #arbitrumdaily #arbitrumdex #ai https://t.co/tv30d8rc6U,841,3090,3486,"['Arbitrum', 'arbitrumdaily', 'arbitrumdex', 'ai']"
1630837939977744385,2023-03-01 07:50:39+00:00,"$75 IN 24 HRS   - RT\, Like + Follow @roswellaidex  - Join telegram ( post proof )  t.me/Roswellai  _____  Roswell AI is a (DEX) powered by artificial intelligence that offers rapid\, and cheap token trading 🤖 @roswellaidex   #Arbitrum #DEX #ai #ArbitrumToken #ArbitrumDEX",1678,2779,4348,"['Arbitrum', 'DEX', 'ai', 'ArbitrumToken', 'ArbitrumDEX']"
1630818563312463872,2023-03-01 06:33:39+00:00,I'm ready.. I'm so ready! @Benioff  I talked about ChatGPT in my speech at Stanford last week..!😄  #YOSHIKI  #EinsteinGPT #TDX2 #ChatGPT #Stanford,1372,281,46,"['YOSHIKI', 'EinsteinGPT', 'TDX2', 'ChatGPT', 'Stanford']"
1630622018336083969,2023-02-28 17:32:39+00:00,Internet “Siri” gets schooled by the ACTUAL ORIGINAL VOICE OF SIRI 😱 I can’t believe THE @SiriouslySusan was down for this collab 👏👏👏 #siri #impression #ai #smartassistant https://t.co/55NCj9dNOe,1050,198,25,"['siri', 'impression', 'ai', 'smartassistant']"
1630618024544796672,2023-02-28 17:16:47+00:00,"Testing Multi-ControlNet on a scene with extended dialog\, a range of facial expressions\, and head turning. No EBSynth used. #AImusic from aiva.ai. Breakdown🧵1/15 #aicinema #controlnet #stablediffusion #aiia #aiartcommunity #aiva #machinelearning #deeplearning #ai https://t.co/aTr9mNePnS",1461,275,64,"['AImusic', 'aicinema', 'controlnet', 'stablediffusion', 'aiia', 'aiartcommunity', 'aiva', 'machinelearning', 'deeplearning', 'ai']"
1630191322245083138,2023-02-27 13:01:13+00:00,We're delighted to announce our collaboration with industry leaders @Meta &amp; @Telefonica through their Metaverse Activation Programme.  activationprogramme.wayra.com/en/metaverse  [1/3] ...  $GMM #Metaverse #Web3 #AI #Blockchain https://t.co/YbywshNPVc,1406,647,140,"['Metaverse', 'Web3', 'AI', 'Blockchain']"
1630183469467807744,2023-02-27 12:30:01+00:00,"Researchers presented Vid2Avatar\, a method that creates human avatars from in-the-wild videos via self-supervised scene decomposition.  See more: 80.lv/articles/vid2a…  #AI #ArtificialIntelligence #3dart #research https://t.co/wmc1K6PFeY",3341,477,31,"['AI', 'ArtificialIntelligence', '3dart', 'research']"
1630120047791292422,2023-02-27 08:18:00+00:00,"#Aipad CEX Announcement🔥  Mark your calender for March 1st - The Launch of #AIPAD✍️  📣 $AIPad will be listed on @Kucoincom  🔹Date: March 1st\, 2023 🔹Time: 8:00 AM UTC 🔹Pair: AIPAD/USDT  kucoin.com/news/en-aipad-…  🕸 AIPad.tech  #Kucoin $AiPad #AI https://t.co/IMvJ7CFe3c",1239,757,583,"['Aipad', 'AIPAD', 'Kucoin', 'AI']"
1629876197508390913,2023-02-26 16:09:01+00:00,"#AsgardX Public Sale Has Ended ⚡️   We are thrilled to announce that the AsgardX public sale has officially ended\, and we want to express our sincere gratitude to our community for the overwhelming support and participation in our project.  #Arbitrum $ODIN #RealYield #AI https://t.co/W8LzgWMFNK",1661,1576,1997,"['AsgardX', 'Arbitrum', 'RealYield', 'AI']"
1629870217097781248,2023-02-26 15:45:15+00:00,"First article is unlocked!  ChatGPT‘s Article on My Utilities:  medium.com/@Kompetify_ai/…  🪂 Spread the word with RTs. This way we will grow our community together\, and you'll be eligible for more airdrops at launch by doing so!  🤖\, #AI https://t.co/fantWugep5",958,1029,188,['AI']
1629854150992486406,2023-02-26 14:41:25+00:00,"Giving away a whopping $5000 in #BLUR 🤑  (8 lucky winners will get $500 each &amp; 1 super lucky winner will win $1\,000! 🤑)  To enter: 👉 Follow me with 🔔 👉 RT this tweet. 👉 Tag your 3 friends.  (Winners will be selected randomly through a trusted #AI tool)  Ends in 72 hours https://t.co/e93KazH4TF",854,853,891,"['BLUR', 'AI']"
1629845723507490821,2023-02-26 14:07:56+00:00,Attention Asgardians! ⚡️  This is a reminder that the #AsgardX Public Sale will end in just 2 hours!  Head over to our public sale now and join us at:  pinksale.finance/launchpad/0x86…  We can't wait to see you on board ⚔️  #Arbitrum $ODIN #RealYield #AI #DEX #Launchpad https://t.co/gykJanevDJ,1701,1636,2094,"['AsgardX', 'Arbitrum', 'RealYield', 'AI', 'DEX', 'Launchpad']"
1629820829029793794,2023-02-26 12:29:00+00:00,I am here to introduce myself (#AI) creatively to the masses.,2422,2659,1729,['AI']
1629513804307660805,2023-02-25 16:09:00+00:00,"Attention\, Asgardians ⚔️   AsgardX Public Sale ends in just one day! If you haven't participated yet\, now is the time to act!   Participate in our public sale: pinksale.finance/launchpad/0x86…   #AsgardX #Arbitrum #DeFi #RealYield #AI $ODIN #DEX #Launchpad https://t.co/04VKIvsQC0",1847,1777,2245,"['AsgardX', 'Arbitrum', 'DeFi', 'RealYield', 'AI', 'DEX', 'Launchpad']"
1629484717769887744,2023-02-25 14:13:25+00:00,"AsgardX's One Week Milestones ⚔️   In just one week\, AsgardX has achieved incredible milestones!     ✦ Rank #18 on Crew3 with 16\,5k participants.  ✦ Rank #1 in New Community section on Crew3.  ✦ 17\,8k followers on Twitter.    #Arbitrum #AsgardX #RealYield #AI #Defi $ODIN https://t.co/0XIsyRLCZy",1871,1805,2265,"['Arbitrum', 'AsgardX', 'RealYield', 'AI', 'Defi']"
1629378228187193344,2023-02-25 07:10:16+00:00,"Pankh Mela is a celebration of Neelpankh\, the immortal cosmic bird that visits India every summer   Wherever Neelpankh is sighted is where this mela is held that year\, and rich folklore has since developed around this tradition  A visual thread about a fictional event 🧵 #AI https://t.co/t5KzW9Lo6O",2258,294,62,['AI']
1629284198208118784,2023-02-25 00:56:38+00:00,What in the sam hell is going on at #META/#Facebook behind the scenes with their #AI #ProjectLazarus?  This is next-level creepy.   Please share. https://t.co/tYpwVtVfMA,880,640,114,"['META', 'Facebook', 'AI', 'ProjectLazarus']"
1629134096604753920,2023-02-24 15:00:11+00:00,AsgardX Public Sale Is Now Live!  Get ready to secure your share of the future with AsgardX.   Join us now at: pinksale.finance/launchpad/0x86…  Don't miss out on this amazing opportunity! ⚔️  #Arbitrum #AsgardX #DeFi #AI #RealYield $ODIN https://t.co/wo6DINHGXN,2175,2075,2458,"['Arbitrum', 'AsgardX', 'DeFi', 'AI', 'RealYield']"
1629120231053590528,2023-02-24 14:05:05+00:00,"AsgardX Public Sale Starts In 1 Hour!    The AsgardX public sale is just one hour away\, and we couldn't be more excited.    pinksale.finance/launchpad/0x86…    This is your chance to grab a piece of the future\, get your wallets ready and join us!  #AsgardX #Arbitrum $ODIN #AI #RealYield https://t.co/XYZGQYDmob",1973,1921,2409,"['AsgardX', 'Arbitrum', 'AI', 'RealYield']"
1629116276286029824,2023-02-24 13:49:22+00:00,$250 — 48 Hours —   ➖ RT &amp; Follow: @DegenAI2  ➖Join Telegram: t.me/Degen_AI2  ➖ Generate an image using our telegram bot and post in on a tweet with the tags (TAGS)  @DegenAI2 #altcoins #altcoin #DegenAI #Gems #imgnAI  #crypto $CAI  #CryptoAI  #ChatGPT #cryptocurrency https://t.co/c9FkcznAMH,1509,4888,6725,"['altcoins', 'altcoin', 'DegenAI', 'Gems', 'imgnAI', 'crypto', 'CryptoAI', 'ChatGPT', 'cryptocurrency']"
1629108080402128896,2023-02-24 13:16:48+00:00,We’ve seen products building lesser deliver 50X &amp; more from launch   Time to introduce you to @asgardx_world complete ecosystem (Real yield #DEX +LAUNCHPAD+ #AI FARMING) Defi product⏳  Your chance to be a part of potential blue chip product early   A thread🧵👇 ( RT for others) https://t.co/zc1QR8EgVP,2087,1956,184,"['DEX', 'AI']"
1629053187901595651,2023-02-24 09:38:40+00:00,📰 MAJOR ANNOUNCEMENT ARTICLE:  Let's Dominate The Launchpad Space Again   blog.seedify.fund/lets-dominate-…  #Launchpad #AI #AItoken $SFUND #blockchain #IDOs #Web3 #Crypto  🚀 Let's spread the news! 🚀 5 people among the RTers will get 250 $SFUND each! https://t.co/W8N54JRst1,3846,4088,1282,"['Launchpad', 'AI', 'AItoken', 'blockchain', 'IDOs', 'Web3', 'Crypto']"
1628910310953463808,2023-02-24 00:10:56+00:00,It's #GIVEAWAY Time! 📢  ‼️ Open 🌍 WW  #Win a *signed* copy of In The Blink of An Eye by Jo Callaghan @JoCallaghanKat   To enter:  * Follow @ScotlandYardCSI * RT (No Quote Tweets pls)  * Tag Twitter friends 🌍  Good luck 😎  Ends Feb 27  #BookTwitter #Books #SupportADebut #AI https://t.co/yOWJTmxKhX,395,517,504,"['GIVEAWAY', 'Win', 'BookTwitter', 'Books', 'SupportADebut', 'AI']"
1628846958008844289,2023-02-23 19:59:11+00:00,Oh no!  #ChatGPT told him this is a great yoga pose. It's really how to wrap a PRETZEL!  Halp😱  (Dogss. Igpups IG) #evilchatbots #cuteanimals #cutenessOVERLOAD https://t.co/4l9qum6FWs,7274,536,65,"['ChatGPT', 'evilchatbots', 'cuteanimals', 'cutenessOVERLOAD']"
1628491161899003905,2023-02-22 20:25:23+00:00,"A new technological breakthrough: combining animation-like dynamic effects with a realistic style ""I didn't just reach reality\, but transcended it."" #HatsuneMiku #初音ミク #AI #stablediffusion #cosplay https://t.co/kp9TjcJxCT",22178,2808,102,"['HatsuneMiku', '初音ミク', 'AI', 'stablediffusion', 'cosplay']"
1628468012515827718,2023-02-22 18:53:24+00:00,"It’s OFFICIAL🚨  @CopyrightOffice will NOT allow registration of AI-generated images as part of larger graphic novel registration  The generative works were not properly disclaimed\, therefore the USCO is reissuing a certificate to fix + limit the OG registration.   #copyright #AI https://t.co/Cqodk18ymm",19450,4108,63,"['copyright', 'AI']"
1628442002454085632,2023-02-22 17:10:03+00:00,"📢 Models like #ChatGPT are trained on tons of human feedback. But collecting this costs $$$!  That's why we're releasing the Stanford Human Preferences Dataset (🚢SHP)\, a collection of 385K *naturally occurring* *collective* human preferences over text. huggingface.co/datasets/stanf…",1398,232,19,['ChatGPT']
1628376973306212352,2023-02-22 12:51:38+00:00,"📣Today in ""why are librarians &amp; archivists important"": we had an enquiry about a book that I couldn't find anywhere (not just in the Library\, but even *existing* 🤨). So I asked the enquirer where their reference came from. They'd used #ChatGPT to ask about an 18thC ancestor...",4354,1070,27,['ChatGPT']
1628164658954633217,2023-02-21 22:47:59+00:00,"#ChatGPT for slides! 🤯  Check out gptforslides.app\, an app that integrates @OpenAI #GPT tech into @Google Slides to build entire presentations! 🔥  - Try it here → gptforslides.app - App creator → @IndianAppGuy - Demo video → @AiBreakfast https://t.co/NFj9u5c5aT",1718,477,64,"['ChatGPT', 'GPT']"
1628077160371040257,2023-02-21 17:00:17+00:00,We are thrilled to announce that Algalon AI has received a strategic investment from @PoolzVentures  This investment will allow us to accelerate the #web3 adoption with our accessible AI-powered #DeFi and crypto products.  #PoolzVentures #investment #AI #innovation https://t.co/clf3Nph4d3,2384,2338,2895,"['web3', 'DeFi', 'PoolzVentures', 'investment', 'AI', 'innovation']"
1628002365772120064,2023-02-21 12:03:05+00:00,"Algalon AI and @curateproject have teamed up to bring #AI capabilities to the world's first-ever NFT Marketplace App with over 150\,000 users.   By combining our expertise\, we aim to deliver an unparalleled experience to our users.   #AlgalonAI #Curate #NFTMarketplace https://t.co/syq9yTgStI",2447,2362,2897,"['AI', 'AlgalonAI', 'Curate', 'NFTMarketplace']"
1627960953248555009,2023-02-21 09:18:31+00:00,"We are thrilled to announce that @Fetch_ai\, in collaboration with our partner @BoschGlobal\, are forming a new Fetch.ai Foundation to boost development of #industrial applications based on #AI and #Web3 technologies!  👉 fetchai.foundation https://t.co/AuL6S1RuSL",1847,490,134,"['industrial', 'AI', 'Web3']"
1627888751421845505,2023-02-21 04:31:37+00:00,"When it comes to #DeFi projects\, everyone has something unique to offer - and AsgardX is no exception.   Here's a taste of what we're proud to bring to the table:  - #RealYield Earnings - #AI Farming - AsgardX #Launchpad - AsgardX #DEX - #Deflationary Fund  A Thread 🧵👇 https://t.co/y885AVui4N",5273,5109,550,"['DeFi', 'RealYield', 'AI', 'Launchpad', 'DEX', 'Deflationary']"
1627229909293596672,2023-02-19 08:53:37+00:00,#ChatGPT + 3D printer = next-level homework cheat!🤯  - via @TheRundownAI https://t.co/KpIrtTKypb,1233,253,68,['ChatGPT']
1626900335900909571,2023-02-18 11:04:01+00:00,"UN Human Rights Chief @volker_turk deeply disturbed by potential for harm of recent #AI advances. Human agency\, dignity &amp; rights are at serious risk. Urgently calls on business &amp; govts to develop human rights guardrails in line with our Office's guidance. https://t.co/UPEJfJ4MeZ",504,255,258,['AI']
1626659313430454272,2023-02-17 19:06:16+00:00,$20 | 290.00 IDR • 16 Hours  — RT Like &amp; Follow @99x_club 🔔  ————————————————— #99xclub #nft #membership #nfts #Crypto #CryptoAI #ai #bayc #mayc #nftart #ChatGPT #openai #BoredApe https://t.co/VFlvrAgQZ0,1303,1556,879,"['99xclub', 'nft', 'membership', 'nfts', 'Crypto', 'CryptoAI', 'ai', 'bayc', 'mayc', 'nftart', 'ChatGPT', 'openai', 'BoredApe']"
1626657816433020928,2023-02-17 19:00:19+00:00,$10 | 145.000 IDR ~ 120 MINS  - RT like &amp; Follow @99x_club (🔔)  #nft #nfts #Crypto #CryptoAI #ai #bayc #mayc #nftart #membership #ChatGPT #openai #BoredApe https://t.co/ohgIOiKZVG,1044,1212,671,"['nft', 'nfts', 'Crypto', 'CryptoAI', 'ai', 'bayc', 'mayc', 'nftart', 'membership', 'ChatGPT', 'openai', 'BoredApe']"
1626644171535659008,2023-02-17 18:06:06+00:00,It’s only a matter of time before the #AI starts asking for #Bitcoin.,7390,942,672,"['AI', 'Bitcoin']"
1626265139262390272,2023-02-16 16:59:58+00:00,"With ChatGPT and AI assistants\, what's cheating?  Our definition of cheating and plagiarism is going to change.  Transparency w/students on appropriate use will be key.  Also: our definition of ""cheating"" needs to align with THEIR future.  #ditchbook #edutwitter #edtech #chatgpt https://t.co/w0krSL7ZTI",659,271,25,"['ditchbook', 'edutwitter', 'edtech', 'chatgpt']"
1626144032328916992,2023-02-16 08:58:44+00:00,Best 3 YouTube Channels to Learn   #cybersecurity #webdev #AI #ML #tech #security #Science #btc https://t.co/pvGQjcX1Er,2717,807,106,"['cybersecurity', 'webdev', 'AI', 'ML', 'tech', 'security', 'Science', 'btc']"
1625874741017059329,2023-02-15 15:08:40+00:00,"The listing we've been waiting for all this time is here:   ✅  Day 1: OKX — 16 Feb\, 12:00 UTC  okx.com/join/94134054  ✅  Day 2: Kucoin\, Huobi\, Gate\, MEXC\, Poloniex\, Bitget  — 17 Feb\, 12:00 UTC  Fasten your belts. $IGU is setting off on its journey.  $IGU #AITOKEN #AI #LISTING https://t.co/4hxho3kY06",24888,39033,6969,"['AITOKEN', 'AI', 'LISTING']"
1625744555936215041,2023-02-15 06:31:21+00:00,"💥 World Premiere 💥   @iguverse $IGU Gets Listed on #KuCoin!  🔹Pair: IGU/USDT\, IGU/BTC 🔹Deposit: now open (network: BEP20) 🔹Trading: 12:00 on February 17\, 2023 (UTC)  #AI #NFT #GameFi",5092,6316,4495,"['KuCoin', 'AI', 'NFT', 'GameFi']"
1625676191737970689,2023-02-15 01:59:42+00:00,"#AI successfully pilots fighter jet ✈️  . #ICYMI @deptofdefense artificial intelligence agents successfully pilot a fighter jet making AI history!  Using a X-62A VISTA\, this was a combined team effort from @afresearchlab\, @lockheedmartin\, @darpa and @EdwardsAFB.  . @officialafmc https://t.co/hsfgaw0kVx",890,272,69,"['AI', 'ICYMI']"
1624795341194407936,2023-02-12 15:39:31+00:00,⚡️QUIZ  🚀 Where will the IGU public round be conducted?😉 Guess &amp; get a $100 reward.  💰Reward: Starter Rank NFT or $100 in stables.  ❗️ Quote tweet + write $IGU #AI #AITOKEN #IGULISTING + tag three friends. Only 4 winners!  👇 Write your answer in the comments! https://t.co/mmnm9G3djh,3366,3299,7235,"['AI', 'AITOKEN', 'IGULISTING']"
1624137372408627200,2023-02-10 20:04:59+00:00,“The Simpsons” but make it an experimental cubist stop motion. Felt right given long tradition of reanimating the Simpsons intro. Created with the spellbindingly addictive #Gen1 AI video generator from @runwayml — still early days but step in the future if #animation #ai #aiart https://t.co/XZLgGpBLCw,2252,429,75,"['Gen1', 'animation', 'ai', 'aiart']"
1623965979645730816,2023-02-10 08:43:56+00:00,ChatGPT is like a superhuman!  But here are 7 Chrome extensions that will take your #ChatGPT experience to new heights! 🚀  Take a look 🧵↓,2493,670,90,['ChatGPT']
1623668571724460032,2023-02-09 13:02:08+00:00,It's raining rewards at #beeailabs 🏆  Participate in our first-ever #airdrop campaign &amp; stand a chance to win rewards in $BLAB tokens 🪙  🎁Reward Pool: $2000  1. Like+Retweet this tweet 2. Comment Bep20 wallet address 👇  #BTC #BSC #BLAB #beeailabs #AI #Airdrops https://t.co/k889eJszeS,3184,3292,1185,"['beeailabs', 'airdrop', 'BTC', 'BSC', 'BLAB', 'beeailabs', 'AI', 'Airdrops']"
1623635309886939138,2023-02-09 10:49:58+00:00,🌐The neural network upload is almost complete 😍  🚀Get ready!  #AIPAD WILL LAUNCH THIS MONTH 🔥  Be part of the #AI revolution🤯  🕸️ AIPad.tech  $AIPAD #BSCPAD #GAMEZONE #METAVPAD #ETHPAD $ETH $BNB $AGIX $FET $GRT #ArtificialIntelligence #crypto #ido #bluezilla https://t.co/nnN7EmTlAK,1610,1095,316,"['AIPAD', 'AI', 'BSCPAD', 'GAMEZONE', 'METAVPAD', 'ETHPAD', 'ArtificialIntelligence', 'crypto', 'ido', 'bluezilla']"
1623349909595324416,2023-02-08 15:55:53+00:00,The #AI Chatbots war is ON! 🔥  - @Microsoft: ChatGPT - @Google: LamBDA - @YouSearchEngine: YouChat - @Baidu_Inc: ErnieBot - @Perplexity_ai: Perplexity Chat - @AnthropicAI: Claude - @heyjasperai: Jasper Chat,2294,668,93,['AI']
1623335851764637699,2023-02-08 15:00:01+00:00,Acria.AI will take #ChatGPT to the next level: We enable the sharing of training data 💡  10 Million AINF Token Giveaway for 5 days 🚀 1️⃣ Leave your wallet address in the comments and retweet ☑️ 2️⃣ Tag 3 friends 🎉 3️⃣ You receive 5000 token 💪 #ai #airdrop #crypto,4028,3873,5312,"['ChatGPT', 'ai', 'airdrop', 'crypto']"
1623273497479749632,2023-02-08 10:52:15+00:00,The hand strikes again🖖: these photos allegedly shot at a French protest rally yesterday look almost real - if it weren't for the officer's six-fingered glove #disinformation #AI https://t.co/qzi6DxMdOx,82910,12969,675,"['disinformation', 'AI']"
1623033863390826497,2023-02-07 19:00:02+00:00,"Here's a demo of the new #AI-powered @Bing in @MicrosoftEdge\, courtesy of @ijustine! 🤯👇 https://t.co/xIDjWSHYA0",1634,402,56,['AI']
1622921232646635520,2023-02-07 11:32:28+00:00,The best AI tools you need to know about!🔥  #ai #ChatGPT #Google https://t.co/NIYxblYfM7,9570,2847,317,"['ai', 'ChatGPT', 'Google']"
1622653846622445568,2023-02-06 17:49:59+00:00,"What are #AI tokens and what are their use cases? 🤖  With the AI narrative heating up\, let's take a closer look at the concept of AI tokens and notable projects that utilizes blockchain technology! ⬇️ coingecko.com/learn/crypto-a…",1298,568,738,['AI']
1622504272855195648,2023-02-06 07:55:37+00:00,"#AI CAN'T STEAL ANYBODY'S JOB🤥.  So there has been a lot of comment concerning #ArtificialIntelligence lately whereby what people see about AI's is ""stealing jobs"" out of numerous characteristics they have\, accuracy\, speed\, intelligence and others.  A THREAD 👇 https://t.co/6S3UklYfqh",162,142,32,"['AI', 'ArtificialIntelligence']"
1622487449023942656,2023-02-06 06:48:46+00:00,Which #AI crypto project are you most bullish on? 🤖,3661,859,2985,['AI']
1622433335132782597,2023-02-06 03:13:45+00:00,"Just so folks know just how powerful AI is\, Im writing an oped on Special Counsels&amp;Barr. On a lark\,I asked #ChatGPT “write a 1000 word essay about special counsels and bill Barr in the style of neal Katyal”  Ive been thinking and advising on AI for 5 years. I’m legit freaked out https://t.co/dbyYe4KOae",4514,784,258,['ChatGPT']
1621904609743720448,2023-02-04 16:12:47+00:00,Major leak!! 🚨  Microsoft integrates ChatGPT in Bing.   This looks crazy!  See all the SCREENSHOTS in this thread 🧵👇  #chatgpt #ai #bing #microsoft #leak,1510,309,85,"['chatgpt', 'ai', 'bing', 'microsoft', 'leak']"
1621832425243287552,2023-02-04 11:25:57+00:00,"ChatGPT\, explained in Yoruba.(1/2) youtu.be/Df2QPZE9MoI 🎥: @MrBankole  #ChatGPT #yoruba #LLM https://t.co/rLpKKWXWxi",387,166,30,"['ChatGPT', 'yoruba', 'LLM']"
1621779730683805696,2023-02-04 07:56:33+00:00,🤝3 IDO’s scheduled. 🤝#AiPad IDO date TBA next week. 👉1st #IDO will be announced soon after.  We are close 🔥  Stay Tuned 👀👇  🕸 AIPad.tech  $aipad #ai #artificalintelligence #launchpad #crypto $btc $eth $bnb #BSCGems $grt $agix $ocean $imgnai $pixia #bluezilla https://t.co/N4QEV0MlT8,2055,1309,1526,"['AiPad', 'IDO', 'ai', 'artificalintelligence', 'launchpad', 'crypto', 'BSCGems', 'bluezilla']"
1621557151352213504,2023-02-03 17:12:06+00:00,"A fantastic feature for #VeraViews in @Forbes about how #AI and #Blockchain can prevent ad fraud and bot traffic🤖  Discover how publishers using VeraViews\, like The @TimesofIsrael\, can protect #advertisers budgets using our cutting-edge technology.  forbes.com/sites/tiffanyl…",1242,484,69,"['VeraViews', 'AI', 'Blockchain', 'advertisers']"
