review_id,stars,product_category,review_text,original_text
ja_0793590,4,other,"The best thing I could say is, ""Why didn't you shoot each other from the distance of each other's radar enemies, and why did you change the way war and the way it was created?"" That's what I knew for the first time that I knew what it meant to be able to fight in a Mobil, and I didn't know what it meant to be able to do so long ago.",そして1ｓｔガンダムへと繋がる・・・ : 「シャア、セイラ編」「ルウム編」と、本編のアニメでは描かれる事がなかった所謂「過去編」の最終巻です。一番良かったのは、「何故今までの様なレーダー索敵による戦艦同士の遠距離からの撃ち合いから、モビルスーツによる有視界戦闘に、戦争の仕方がガラッと切り替わったのか？」がきちんと描かれている（=ミノフスキー粒子が引き起こす電波障害の有用性）所ですね。これがあって初めてモビルスーツで戦う事の意味が理解出来る訳なので。観ていて「う～ん・・・」って思ったのは、アムロ、フラウ、ハヤトとカイが昔から知り合いだった（学校の先輩後輩）っていう後付け設定ですかね。本編では完全に初対面な関係でしたので、少し違和感を感じましたｗ「1ｓｔ（=オリジン本編）」もアニメ化するという噂も聞きますが、全ての始まりだった「機動戦士ガンダム」は昔の作品のまま、リメイクも何もしないで欲しい、というのがガンダムファンとしての希望です。
ja_0354537,4,pc,"There's no problem with use: It was easy to recognize and use. For some reason, Reciba had one in the box and one in the mouse. I thought it could be used for reserve, but only one in the box was paired.",使い勝手は問題なし : すんなり認識し、使用できた。なぜかレシーバは何故か箱に１個、マウスの中に１個 入っていた。予備に使えるかと思ったが、箱に入っていた方しかペアリングされていませんでした。本体右側の小指が当たる角のエッジが立っていて、長い時間使っていると、痛くなるかも？ もっと丸く加工されていると尚良いと思う。
ja_0750412,4,video_games,"Clear storage: I've been so frustrated by my child's lack of space to play games because I didn't know there was such a good thing, but I'm very happy. I'm worried about whether I can take advantage of the opportunity or not, but I'm also happy because I'm also able to charge with the air-conditioners and the charge.",スッキリ収納 : こんなにいいものがあると知らず、子供がゲームをするのにずっと片付かずにスペース取られてイライラしていましたが、とってもすっきりして満足しています。機会を縦にしていいものか不安はありますが、冷却ファンもついて充電もできるので、子供的にもよかったようです。
ja_0563850,4,kitchen,"Good: Buy four or five slices of bread for baking only. I feel like it's delicious, but if the bread is thin?",良い : パン焼き専用で購入。 4枚、5枚切りの厚切り食パンは美味しいが パンが薄いと ？？？って感じ。 私用するたび水を入れるのがちょっとめんどくさいかな。
ja_0123528,4,wireless,"The red iPhone, the black phone, the translucency is delicious, and it doesn't stick too close to the body.",良い : 赤いiPhoneに黒のケース 透明部分が美味に水玉で 本体にくっつきすぎない
ja_0326102,4,kitchen,"Safety for children: The design is cute and light, so it's convenient to carry it! If it's hot outside, it's just a warm breeze and it's not cool, but it's enough for shade and night.",子供にも安心 : デザインが可愛くて軽いので持ち運びに便利です！ 熱い外だと温風がでるだけで涼しくないですが、日陰や夜なら十分です。
ja_0245502,4,home_improvement,"It's useful. &gt;&gt;I've got a lot of reviews and high prices, so I've done this. I hope the door is a little more solid. I wish I could have bought it even if it felt a little thin. &gt;&gt;I didn't know what to do. &gt;&gt;I didn't know what to do. &gt;&gt;I didn't know. &gt;&gt;I didn't know what to do. &gt;&gt;I didn't know what to do. &gt;&gt;I didn't know what to do. &gt;&gt;I didn't know what to do. &gt; &gt;&gt; &gt;&gt;&gt;I did I didn't you didn't know. &gt; &gt;&gt;&gt;&gt;gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt&gt&gt&gt&gt&gt&gt&gt&gt;&gt;&gt;&gt;&gt;&gt;&gt&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt",便利です : レビューが、高いので、これにしました。 扉がもう少ししっかりしているといいかな。 ちょっと薄い感じ。でも購入してよかったです。
ja_0973677,4,sports,"Kospa: I chose it because it was cheap, but I was afraid it would be OK, but I didn't use it. I looked at the bathroom, looked at the Amazon Prime, thought I was on a diet and bought it. Thanks to that, I'm enjoying a pretty comfortable bath.",コスパ最高です。 : 価格が安かったので選びましたが、大丈夫かと不安でした。 ですがバッチリ問題なく使えています。 お風呂場で、アマゾンプライムを見ながら、 半身浴でダイエットと思い購入。 おかげでかなり快適なお風呂生活を楽しんでいます。 この金額でちゃんとした防水ケースだったので良かったです。
ja_0379505,4,automotive,"I thought I'd use it when I fix it. I haven't used it yet, so I don't know how to use it, but I can use it normally.",修理時に使おうと思って : まだ、使ってないので、使用感は分かりませんが、普通に使えそうです。
ja_0037805,4,grocery,It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;&gt;I's good.,美味しい : 美味しいです。糖質オフなので、嬉しいのですが、食べ過ぎない様に気を付けないと笑
ja_0353527,4,beauty,"Well, I'm using it. It's not dramatically white, but it makes my teeth a little rough.",まぁ : 使ってます。 劇的に白くなった訳ではないですが、 歯が少しツルツルになるので。
ja_0291982,4,sports,"Forms are heavy, so you can swing slowly while checking your arms, molds, and hip movements. I think it's good for preparation.",フォーム作りに : 重量があるのでゆっくりと腕、型、腰の動きを確認しながらスイングすると効果的です。 準備体操にも良いと思います。
ja_0581999,4,kitchen,"Now, I didn't know if I was going to do it, but I didn't know if I was going to do it, and I didn't know if I was going to do it, and I didn't know if I was going to do it, and I didn't know if I was going to do it, and I didn't know if I was going to do it, and I didn't know if I was going to do it, and I didn't know if I was going to do it, and I didn't know if I was going to do it.",手ごろな価格 : 到着いてすぐに使用してみました 以前の音波ブラシより優しい振動で汚れが落ちるか不安でしたが、磨いた感じは良かったです 重さは軽いのですが、少し長いので持ち運びには少し邪魔かも レビューを投稿すると替えのブラシを貰えると書いていたので投稿いたしました
ja_0348551,4,kitchen,"Take a taste of calm: He's a little hard work, and he's satisfied with the atmosphere.",落ち着きを味わう : ちょっとした工夫で、落ち着いた雰囲気作りに満足しています。
ja_0701493,4,automotive,"Car test price: You can buy it and install it for the 2016 883N irons, but it's been available for six months. By the time you get in the morning, you've had enough cloudy lights, but you've been able to get very comfortable at night. Today, you've been able to see the user's car, and you've scaled it, and you've got 180hd. It's no problem because it's a 150hcd, so you don't want to check your bike shop.",車検対応値段も手頃なLEDヘッドライト : 2016年式883Nアイアン用に、購入し、取り付けして半年になりますが、問題なく使用できています。朝に乗る時には、ライトに曇りが出ている時はありますが、光量も十分で夜に乗るのに非常に安心できるようになりました。 今日ユーザ車検受けてきましたが、光軸調整して180hcd出てました。基準が150hcdなので、問題ないですね。ただ、バイク屋に車検依頼すると嫌がられますね。他の方の書き込みでは通らないと言うこともあるみたいなので、純正品は持っといた方が良さそうです。私も、今日念の為純正品も持って、車検場に行きました。
ja_0972114,4,watch,The case is better: Make it better than the body or the case thought. I just feel like it's easier to use a little larger holes around the electrode.,ケースが良い : 本体もケースも思っていたものよりも作りが良い。 ただ、電極周りの穴の大きさがもう少し大きい方が使いやすい様な気がします。
ja_0283158,5,beauty,"It's a nice design! &lt;i&gt;A nice design! &lt;i&gt;In a word, it would be nice for a present! &lt;i&gt;It wasn't even possible to try to bend it! &lt;i&gt;It was so easy to use and to brush your nails lightly! &lt;i&gt;It's so bright that it's beautiful! &lt;i&gt;It's so beautiful! &lt;i&gt;It's so beautiful! &lt;i&gt;It's so beautiful! &lt;i&gt;It's so beautiful! &lt;i&gt;It's so beautiful! &lt;i&gt;It's so beautiful! &lt;i&gt;i&gt;It's so beautiful!",オシャレなデザインです！ : 一言で言うとオシャレです！ プレゼントに良いでしょう！ 耐久性も良くて、曲げようとしても全然大丈夫でした！ 使い方もとても簡単で、爪に当てて軽く磨くだけで綺麗になります！ 爪がとても光沢がでてツヤツヤでサラサラになりました！ 値段もお手頃なので、ちょっとした知り合いの誕生日にプレゼントするに良いかと思います。
ja_0523357,5,pc,"Fitting and untiring: I found a phone touch that didn't work well, so I bought it, and I thought I'd buy it because I'd found it, because I had a lot of contact with the latest online games. I also had a USB cable, and I could use it immediately, and I could play 10 meters on wireless. I think it's very easy to carry. It's very light and convenient for my own home and friends.",フィットして疲れにくい : スマホのタッチの反応が悪く、なかなか上手くいかないなあと思っていたところ、こちらの商品を見つけたので購入しました。最新のオンラインゲームには大体対応しているとのことだったので購入してみようと思いました。USBケーブルも付いていて、すぐに使うこと、遊ぶことができます。ワイヤレスで10メートルまでいけるのも魅力です。重量は150gでとても軽いので、持ち運びにも便利です。自分の家や友人の家などどこでも楽しめると思います。手触りも良くて、長時間プレイしていても手が疲れる感じが少ないです。手にぴったりフィットします。長時間プレイできるのはとても大きなメリットだと思いますし、これからもどんどん使っていこうと思います。いい買い物ができました。
ja_0839784,5,watch,I'm glad to hear that. &gt;&gt;The design and color are beautiful.,よかったです : デザインもカラーもきれいです。息子のかけっこの練習用に購入しましたが、性能も申し分ないです。
ja_0216719,5,grocery,That's nice! &lt;i&gt;I gave you a present for a little tea. &lt;i&gt;I was delighted.,いいね！ : ちょっとしたお茶受けに、プレゼントしました。喜ばれましたよ。
ja_0334293,5,beauty,It's the best product you've ever had. &gt;&gt;I've been e-mailed over and over until I write a review. &gt;&gt;What's the point of deciding how many letters I want to write? &gt;&gt;It's my opinion! &gt;&gt;It's my opinion! &gt;&gt;It's my opinion! &gt;&gt;It's my opinion! &gt;&gt;It's my opinion! &gt;&gt;It's my opinion!,商品は最高ですよ❗ : レビューを書く迄何度も何度もメールを送られて来てウザイ❗個人の感想なんだから文字数を決めるのはいかがなものですかねっ！
ja_0924667,5,apparel,That's good. &gt;&gt;All right. &gt;&gt;All right. &gt;&gt;I tried this band by putting it on top of the tank with a regular bath cup.,良いです : 届いて早速、普通のバストカップ付きタンクトップの上にこのバンドを着けて試してみました。 まったくと言っていいほど、揺れません。
ja_0931702,5,automotive,"It works well and the blue LEDs are clean: design and vision are good for the individual, but functionally good. The lamps are also beautiful, and they're cheap, and they're not complaining.",まともに動くし青色LEDは綺麗 : デザインや視認性は個人的にはいい、機能的には満足です。 ランプ等も綺麗に光りましたし、安くて不満点はありません。
ja_0514923,5,automotive,This is a hit: it's easy to use. I like it and I repetited it. I put it in my work car and treasure it.,これは当たり : 使い易いです。 気に入って、リピートしました。 仕事の車にも付けて、重宝してます。
ja_0914015,5,industrial_supplies,"It shakes because it supports one pipe: it's a turn on the pipe, so it's a big shake. And since the root weld is not so strong, I wonder if the large parabolas and heavy antennas are too tight.",一本支持なので揺れる : パイプに一転支持なので、揺れは大きめです。 また、根本の溶接もそんなにしっかりしていないので、大きなパラボラや、重たいアンテナはキツいかなぁ〜。
ja_0576911,5,toy,"I'm very pleased: the colors are bright and beautiful. I thought they were small, but I like them very much.",非常に満足しています : 色もあざやかで綺麗です。 ちょっと小さいと思いましたが、 とてもスム－ズで気に入っています。
ja_0026723,5,home_improvement,It's going to work. It looks like it's going to work. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,効果は、ありそうです。 : 実家にネズミが出るようになったので、いろんな物を試したのですが、これが一番ききそうです。 ネズミの走る音が無くなりました。
ja_0820765,5,toy,I'm so glad you're here! &lt;i&gt;It's so great!&lt;/i&gt;&lt;/i&gt; &lt;i&gt; &lt;i&gt;The kids were so happy.&lt;/i&gt;&lt;/i&gt; &lt;i&gt; &lt;i&gt; &lt;i&gt;I'm so happy!&lt;/i&gt;,大喜び！！ : 大きくて子供たちが大喜びでした('∀`)丈夫でしっかりしててとても良かったです！
ja_0618037,5,camera,"I've chosen two: I've been doing my work and I've come up with a purchase of ""I'm going to take a clean video."" What I didn't want to buy when I bought it was that I had a lot of trouble looking at this Ozmo mobile, compared to all the so-called evolutionary versions. But look and color 2 is a little bit better!",２よりこちらを選びました : 仕事にて動画制作を行っているのですが、「ブレない動画を撮りたい」と 購入を考え出しました。 購入時に悩んだのは、このOzmo mobileに”２”が発売されていること。 比較サイトを散々見比べ… 「いわゆる進化版」という意見も多くとても悩みました。 ただ、、 外見・色（２は、少し大きいこと・グレーしかないこと）は こちらの方がカッコイイ！！ 後ろのボタンもこちらには付いていて、 画面操作をせずとも、ボタンを「カチカチ」っと数回押すだけで カメラ設定が可能です。 （詳しくはマニュアルをどうぞ！） もちろん、２も高スペックなのですが、 届いての使用感も○！！ 中古品ということでしたが、 感じさせない美品の状態でお届けいただき、 感謝しています！ １か２でお悩みの方はぜひ＾＾
ja_0566924,5,home,"It's not too big, it's too small, it's just fine. I picked a cover and I could use it for men too.",大満足！ : サイズが大きすぎず小さすぎず、丁度良いです。カバーもこれなら男性でも使えるので選びました。
ja_0274182,5,digital_video_download,I'm sorry to hear the action of Cho Yunfa's two Knife guns was so poor.,男達の友情、愛情 : 少し古びた友情と男を感じさせる映画。 チョー・ユンファ の持ち味の2丁拳銃の アクションがお粗末だったのが残念
ja_0757481,5,kitchen,"It's easier to feel when you're in the cold, but when you touch it, your eyes feel warmer and warmer. There's a lot of occlusion around your eyes. You're wearing them every night, but you're not missing most of them in the morning, and I think you'll get a lot of turnovers when you get up in the morning.",じんわり暖かい : 寒い時期の方が感じやすいけど触れた瞬間に目の周りがじんわりと暖かくなっていい感じです。遮光性も程よくあります。 目の周りは温めた方が疲れが取れると聞いたので毎晩着けて寝ていますが朝起きた時もほとんどずれたり外れたりしていないけど、寝返りが多い方は取れるかと思います。
ja_0911889,5,automotive,"Usability: I didn't come fast for Huawei P20lite, but I bought the phone as a platform to use as a navigational platform. I found that the instructions were no-jamas, but I was pretty sure it wasn't a problem. The box was full when it arrived, but I thought it was a problem.",使いやすさ : Huawei P20liteの為急速はて来ませんが、スマホをナビとして使う台として購入しました。説明書がノージャパニーズでしたが、まぁ大体わかるから特に問題はないかと。届いたときに箱がくしゃってましたけど、すぐに捨てるので問題はないかと。
ja_0227408,5,electronics,"Best! So far today, I've received a package that looks smaller and easier to carry than I expected. I don't know. It's as if I've tried both the iPad and the phone for a long time. It's like I've tried it with my favorites. It's easy to listen to music without looking for a high note.",今のところベスト！ : 本日商品が届きました。予想していたより箱も小さく持ち運びが楽そうで良きです。耐久性はまだ長期使用していないのでわかりません。音質はiPadとスマホの両方で試した感じですが、自分好みの重低音もしっかりとしており、高音もキンキンせずに音楽等聴きやすいです。
ja_0825044,5,apparel,"It's getting cold, so I bought it as her gift, and it's got a volume, so it's really cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool!, it's cool, it's cool, it's cool, it's cool, it's cool.",モコモコあったか : 寒くなってきたので 彼女のプレゼントとして購入しました！ ボリュームもあるのでしっかりと保温、防寒になります！ 更に小顔効果もあると感じました！笑 色も彼女好みでとても喜んでくれました！ また、素材が柔らかく肌触り◎です！
ja_0722234,5,video_games,I'm glad you delivered the beautiful product! &lt;i&gt;The store was out of stock.&lt;/i&gt;&lt;/i&gt; &lt;i&gt; &lt;i&gt;You should have ordered it.&lt;/i&gt;&lt;/i&gt; &lt;i&gt;,キレイな商品をお届けしてくれて良かった！ : お店は品切れだったから注文してお届けして良かったです。
